Adaptive Rate Log (interval=1s)
Time,Dist(km),Elev,BF(dB),SNR,Rate(Mbps),Status
3209.00s,   1224.56,   77.38°,  11.42,   25.51 dB,    2119.50,  [OK   >=40.00°]
3210.00s,   1224.08,   77.50°,  11.42,   25.51 dB,    2119.94,  [OK   >=40.00°]
3211.00s,   1223.67,   77.60°,  11.42,   25.52 dB,    2120.33,  [OK   >=40.00°]
3212.00s,   1223.30,   77.70°,  11.42,   25.52 dB,    2120.68,  [OK   >=40.00°]
3213.00s,   1222.99,   77.78°,  11.42,   25.53 dB,    2120.96,  [OK   >=40.00°]
3214.00s,   1222.74,   77.84°,  11.42,   25.53 dB,    2121.20,  [OK   >=40.00°]
3215.00s,   1222.54,   77.89°,  11.43,   25.53 dB,    2121.39,  [OK   >=40.00°]
3216.00s,   1222.40,   77.93°,  11.43,   25.53 dB,    2121.52,  [OK   >=40.00°]
3217.00s,   1222.31,   77.95°,  11.43,   25.53 dB,    2121.61,  [OK   >=40.00°]
3218.00s,   1222.28,   77.96°,  11.43,   25.53 dB,    2121.64,  [OK   >=40.00°]
3219.00s,   1222.30,   77.96°,  11.43,   25.53 dB,    2121.62,  [OK   >=40.00°]
3220.00s,   1222.38,   77.94°,  11.43,   25.53 dB,    2121.54,  [OK   >=40.00°]
3221.00s,   1222.51,   77.90°,  11.43,   25.53 dB,    2121.42,  [OK   >=40.00°]
3222.00s,   1222.70,   77.85°,  11.42,   25.53 dB,    2121.24,  [OK   >=40.00°]
3223.00s,   1222.94,   77.79°,  11.42,   25.53 dB,    2121.01,  [OK   >=40.00°]
3224.00s,   1223.24,   77.71°,  11.42,   25.52 dB,    2120.73,  [OK   >=40.00°]
3225.00s,   1223.60,   77.62°,  11.42,   25.52 dB,    2120.40,  [OK   >=40.00°]
3226.00s,   1224.00,   77.52°,  11.42,   25.52 dB,    2120.02,  [OK   >=40.00°]
3227.00s,   1224.47,   77.40°,  11.42,   25.51 dB,    2119.58,  [OK   >=40.00°]
3228.00s,   1224.99,   77.27°,  11.41,   25.50 dB,    2119.09,  [OK   >=40.00°]
3229.00s,   1225.56,   77.13°,  11.41,   25.50 dB,    2118.56,  [OK   >=40.00°]
3230.00s,   1226.19,   76.98°,  11.41,   25.49 dB,    2117.97,  [OK   >=40.00°]
3231.00s,   1226.87,   76.81°,  11.41,   25.48 dB,    2117.33,  [OK   >=40.00°]
3232.00s,   1227.61,   76.64°,  11.40,   25.47 dB,    2116.64,  [OK   >=40.00°]
3233.00s,   1228.40,   76.46°,  11.40,   25.47 dB,    2115.90,  [OK   >=40.00°]
3234.00s,   1229.24,   76.26°,  11.40,   25.46 dB,    2115.10,  [OK   >=40.00°]
3235.00s,   1230.14,   76.06°,  11.39,   25.45 dB,    2114.26,  [OK   >=40.00°]
3236.00s,   1231.10,   75.84°,  11.39,   25.44 dB,    2113.37,  [OK   >=40.00°]
3237.00s,   1232.10,   75.62°,  11.38,   25.42 dB,    2112.43,  [OK   >=40.00°]
3238.00s,   1233.17,   75.39°,  11.38,   25.41 dB,    2111.44,  [OK   >=40.00°]
3239.00s,   1234.28,   75.16°,  11.38,   25.40 dB,    2110.40,  [OK   >=40.00°]
3240.00s,   1235.45,   74.91°,  11.37,   25.39 dB,    2109.31,  [OK   >=40.00°]
3241.00s,   1236.67,   74.66°,  11.37,   25.37 dB,    2108.17,  [OK   >=40.00°]
3242.00s,   1237.95,   74.41°,  11.36,   25.36 dB,    2106.98,  [OK   >=40.00°]
3243.00s,   1239.28,   74.14°,  11.35,   25.34 dB,    2105.75,  [OK   >=40.00°]
3244.00s,   1240.66,   73.88°,  11.35,   25.33 dB,    2104.46,  [OK   >=40.00°]
3245.00s,   1242.09,   73.60°,  11.34,   25.31 dB,    2103.13,  [OK   >=40.00°]
3246.00s,   1243.58,   73.32°,  11.34,   25.29 dB,    2101.75,  [OK   >=40.00°]
3247.00s,   1245.12,   73.04°,  11.33,   25.28 dB,    2100.33,  [OK   >=40.00°]
3248.00s,   1246.71,   72.76°,  11.32,   25.26 dB,    2098.86,  [OK   >=40.00°]
3249.00s,   1248.36,   72.47°,  11.32,   25.24 dB,    2097.34,  [OK   >=40.00°]
3250.00s,   1250.05,   72.17°,  11.31,   25.22 dB,    2095.77,  [OK   >=40.00°]
3251.00s,   1251.80,   71.87°,  11.30,   25.20 dB,    2094.16,  [OK   >=40.00°]
3252.00s,   1253.60,   71.57°,  11.29,   25.18 dB,    2092.51,  [OK   >=40.00°]
3253.00s,   1255.44,   71.27°,  11.29,   25.16 dB,    2090.81,  [OK   >=40.00°]
3254.00s,   1257.34,   70.96°,  11.28,   25.14 dB,    2089.06,  [OK   >=40.00°]
3255.00s,   1259.29,   70.66°,  11.27,   25.12 dB,    2087.27,  [OK   >=40.00°]
3256.00s,   1261.30,   70.34°,  11.26,   25.10 dB,    2085.44,  [OK   >=40.00°]
3257.00s,   1263.35,   70.03°,  11.25,   25.08 dB,    2083.57,  [OK   >=40.00°]
3258.00s,   1265.45,   69.72°,  11.24,   25.05 dB,    2081.65,  [OK   >=40.00°]
3259.00s,   1267.60,   69.40°,  11.24,   25.03 dB,    2079.69,  [OK   >=40.00°]
3260.00s,   1269.80,   69.08°,  11.23,   25.00 dB,    2077.68,  [OK   >=40.00°]
3261.00s,   1272.05,   68.76°,  11.22,   24.98 dB,    2075.64,  [OK   >=40.00°]
3262.00s,   1274.35,   68.44°,  11.21,   24.95 dB,    2073.55,  [OK   >=40.00°]
3263.00s,   1276.69,   68.12°,  11.20,   24.93 dB,    2071.43,  [OK   >=40.00°]
3264.00s,   1279.09,   67.80°,  11.19,   24.90 dB,    2069.26,  [OK   >=40.00°]
3265.00s,   1281.53,   67.47°,  11.18,   24.88 dB,    2067.05,  [OK   >=40.00°]
3266.00s,   1284.02,   67.15°,  11.17,   24.85 dB,    2064.80,  [OK   >=40.00°]
3267.00s,   1286.56,   66.83°,  11.16,   24.82 dB,    2062.52,  [OK   >=40.00°]
3268.00s,   1289.15,   66.50°,  11.15,   24.79 dB,    2060.19,  [OK   >=40.00°]
3269.00s,   1291.78,   66.17°,  11.14,   24.76 dB,    2057.83,  [OK   >=40.00°]
3270.00s,   1294.46,   65.85°,  11.13,   24.74 dB,    2055.43,  [OK   >=40.00°]
3271.00s,   1297.18,   65.52°,  11.11,   24.71 dB,    2053.00,  [OK   >=40.00°]
3272.00s,   1299.95,   65.20°,  11.10,   24.68 dB,    2050.52,  [OK   >=40.00°]
3273.00s,   1302.77,   64.87°,  11.09,   24.65 dB,    2048.01,  [OK   >=40.00°]
3274.00s,   1305.63,   64.54°,  11.08,   24.61 dB,    2045.47,  [OK   >=40.00°]
3275.00s,   1308.54,   64.22°,  11.07,   24.58 dB,    2042.89,  [OK   >=40.00°]
3276.00s,   1311.50,   63.89°,  11.06,   24.55 dB,    2040.27,  [OK   >=40.00°]
3277.00s,   1314.49,   63.57°,  11.04,   24.52 dB,    2037.62,  [OK   >=40.00°]
3278.00s,   1317.53,   63.24°,  11.03,   24.49 dB,    2034.94,  [OK   >=40.00°]
3279.00s,   1320.62,   62.91°,  11.02,   24.45 dB,    2032.22,  [OK   >=40.00°]
3280.00s,   1323.75,   62.59°,  11.01,   24.42 dB,    2029.47,  [OK   >=40.00°]
3281.00s,   1326.92,   62.27°,  10.99,   24.39 dB,    2026.69,  [OK   >=40.00°]
3282.00s,   1330.14,   61.94°,  10.98,   24.35 dB,    2023.87,  [OK   >=40.00°]
3283.00s,   1333.39,   61.62°,  10.97,   24.32 dB,    2021.03,  [OK   >=40.00°]
3284.00s,   1336.69,   61.30°,  10.95,   24.28 dB,    2018.15,  [OK   >=40.00°]
3285.00s,   1340.04,   60.97°,  10.94,   24.25 dB,    2015.24,  [OK   >=40.00°]
3286.00s,   1343.42,   60.65°,  10.93,   24.21 dB,    2012.31,  [OK   >=40.00°]
3287.00s,   1346.85,   60.33°,  10.91,   24.18 dB,    2009.34,  [OK   >=40.00°]
3288.00s,   1350.31,   60.01°,  10.90,   24.14 dB,    2006.34,  [OK   >=40.00°]
3289.00s,   1353.82,   59.69°,  10.88,   24.11 dB,    2003.32,  [OK   >=40.00°]
3290.00s,   1357.37,   59.38°,  10.87,   24.07 dB,    2000.27,  [OK   >=40.00°]
3291.00s,   1360.96,   59.06°,  10.86,   24.03 dB,    1997.19,  [OK   >=40.00°]
3292.00s,   1364.58,   58.74°,  10.84,   23.99 dB,    1994.08,  [OK   >=40.00°]
3293.00s,   1368.25,   58.43°,  10.83,   23.96 dB,    1990.94,  [OK   >=40.00°]
3294.00s,   1371.96,   58.11°,  10.81,   23.92 dB,    1987.78,  [OK   >=40.00°]
3295.00s,   1375.70,   57.80°,  10.80,   23.88 dB,    1984.60,  [OK   >=40.00°]
3296.00s,   1379.48,   57.49°,  10.78,   23.84 dB,    1981.38,  [OK   >=40.00°]
3297.00s,   1383.31,   57.18°,  10.77,   23.80 dB,    1978.15,  [OK   >=40.00°]
3298.00s,   1387.17,   56.87°,  10.75,   23.76 dB,    1974.89,  [OK   >=40.00°]
3299.00s,   1391.06,   56.56°,  10.74,   23.72 dB,    1971.60,  [OK   >=40.00°]
3300.00s,   1395.00,   56.25°,  10.72,   23.68 dB,    1968.29,  [OK   >=40.00°]
3301.00s,   1398.97,   55.95°,  10.71,   23.64 dB,    1964.96,  [OK   >=40.00°]
3302.00s,   1402.98,   55.64°,  10.69,   23.60 dB,    1961.60,  [OK   >=40.00°]
3303.00s,   1407.02,   55.34°,  10.67,   23.56 dB,    1958.23,  [OK   >=40.00°]
3304.00s,   1411.10,   55.03°,  10.66,   23.52 dB,    1954.83,  [OK   >=40.00°]
3305.00s,   1415.21,   54.73°,  10.64,   23.48 dB,    1951.41,  [OK   >=40.00°]
3306.00s,   1419.37,   54.43°,  10.63,   23.44 dB,    1947.96,  [OK   >=40.00°]
3307.00s,   1423.55,   54.13°,  10.61,   23.39 dB,    1944.50,  [OK   >=40.00°]
3308.00s,   1427.77,   53.84°,  10.59,   23.35 dB,    1941.02,  [OK   >=40.00°]
3309.00s,   1432.03,   53.54°,  10.58,   23.31 dB,    1937.52,  [OK   >=40.00°]
3310.00s,   1436.32,   53.24°,  10.56,   23.27 dB,    1934.00,  [OK   >=40.00°]
3311.00s,   1440.64,   52.95°,  10.54,   23.22 dB,    1930.45,  [OK   >=40.00°]
3312.00s,   1444.99,   52.66°,  10.53,   23.18 dB,    1926.90,  [OK   >=40.00°]
3313.00s,   1449.38,   52.37°,  10.51,   23.14 dB,    1923.32,  [OK   >=40.00°]
3314.00s,   1453.81,   52.07°,  10.49,   23.09 dB,    1919.72,  [OK   >=40.00°]
3315.00s,   1458.26,   51.79°,  10.48,   23.05 dB,    1916.11,  [OK   >=40.00°]
3316.00s,   1462.75,   51.50°,  10.46,   23.01 dB,    1912.48,  [OK   >=40.00°]
3317.00s,   1467.27,   51.21°,  10.44,   22.96 dB,    1908.83,  [OK   >=40.00°]
3318.00s,   1471.82,   50.93°,  10.42,   22.92 dB,    1905.17,  [OK   >=40.00°]
3319.00s,   1476.40,   50.64°,  10.41,   22.87 dB,    1901.49,  [OK   >=40.00°]
3320.00s,   1481.01,   50.36°,  10.39,   22.83 dB,    1897.80,  [OK   >=40.00°]
3321.00s,   1485.65,   50.08°,  10.37,   22.78 dB,    1894.09,  [OK   >=40.00°]
3322.00s,   1490.33,   49.80°,  10.35,   22.74 dB,    1890.36,  [OK   >=40.00°]
3323.00s,   1495.03,   49.52°,  10.33,   22.69 dB,    1886.62,  [OK   >=40.00°]
3324.00s,   1499.76,   49.25°,  10.32,   22.65 dB,    1882.87,  [OK   >=40.00°]
3325.00s,   1504.53,   48.97°,  10.30,   22.60 dB,    1879.10,  [OK   >=40.00°]
3326.00s,   1509.32,   48.70°,  10.28,   22.56 dB,    1875.32,  [OK   >=40.00°]
3327.00s,   1514.14,   48.43°,  10.26,   22.51 dB,    1871.53,  [OK   >=40.00°]
3328.00s,   1518.99,   48.16°,  10.24,   22.47 dB,    1867.72,  [OK   >=40.00°]
3329.00s,   1523.87,   47.89°,  10.23,   22.42 dB,    1863.90,  [OK   >=40.00°]
3330.00s,   1528.78,   47.62°,  10.21,   22.37 dB,    1860.07,  [OK   >=40.00°]
3331.00s,   1533.71,   47.35°,  10.19,   22.33 dB,    1856.23,  [OK   >=40.00°]
3332.00s,   1538.67,   47.08°,  10.17,   22.28 dB,    1852.37,  [OK   >=40.00°]
3333.00s,   1543.66,   46.82°,  10.15,   22.23 dB,    1848.51,  [OK   >=40.00°]
3334.00s,   1548.68,   46.56°,  10.13,   22.19 dB,    1844.63,  [OK   >=40.00°]
3335.00s,   1553.72,   46.30°,  10.11,   22.14 dB,    1840.74,  [OK   >=40.00°]
3336.00s,   1558.79,   46.04°,  10.09,   22.09 dB,    1836.84,  [OK   >=40.00°]
3337.00s,   1563.89,   45.78°,  10.08,   22.04 dB,    1832.93,  [OK   >=40.00°]
3338.00s,   1569.01,   45.52°,  10.06,   22.00 dB,    1829.01,  [OK   >=40.00°]
3339.00s,   1574.16,   45.26°,  10.04,   21.95 dB,    1825.09,  [OK   >=40.00°]
3340.00s,   1579.33,   45.01°,  10.02,   21.90 dB,    1821.15,  [OK   >=40.00°]
3341.00s,   1584.53,   44.75°,  10.00,   21.85 dB,    1817.20,  [OK   >=40.00°]
3342.00s,   1589.75,   44.50°,   9.98,   21.81 dB,    1813.25,  [OK   >=40.00°]
3343.00s,   1595.00,   44.25°,   9.96,   21.76 dB,    1809.28,  [OK   >=40.00°]
3344.00s,   1600.27,   44.00°,   9.94,   21.71 dB,    1805.31,  [OK   >=40.00°]
3345.00s,   1605.57,   43.75°,   9.92,   21.66 dB,    1801.33,  [OK   >=40.00°]
3346.00s,   1610.89,   43.51°,   9.90,   21.61 dB,    1797.34,  [OK   >=40.00°]
3347.00s,   1616.23,   43.26°,   9.88,   21.56 dB,    1793.34,  [OK   >=40.00°]
3348.00s,   1621.60,   43.02°,   9.86,   21.52 dB,    1789.34,  [OK   >=40.00°]
3349.00s,   1626.99,   42.77°,   9.84,   21.47 dB,    1785.33,  [OK   >=40.00°]
3350.00s,   1632.41,   42.53°,   9.82,   21.42 dB,    1781.31,  [OK   >=40.00°]
3351.00s,   1637.84,   42.29°,   9.80,   21.37 dB,    1777.28,  [OK   >=40.00°]
3352.00s,   1643.30,   42.05°,   9.78,   21.32 dB,    1773.25,  [OK   >=40.00°]
3353.00s,   1648.78,   41.82°,   9.76,   21.27 dB,    1769.22,  [OK   >=40.00°]
3354.00s,   1654.29,   41.58°,   9.74,   21.22 dB,    1765.17,  [OK   >=40.00°]
3355.00s,   1659.81,   41.34°,   9.72,   21.17 dB,    1761.12,  [OK   >=40.00°]
3356.00s,   1665.36,   41.11°,   9.70,   21.12 dB,    1757.07,  [OK   >=40.00°]
3357.00s,   1670.93,   40.88°,   9.68,   21.07 dB,    1753.01,  [OK   >=40.00°]
3358.00s,   1676.52,   40.65°,   9.66,   21.03 dB,    1748.94,  [OK   >=40.00°]
3359.00s,   1682.13,   40.42°,   9.64,   20.98 dB,    1744.87,  [OK   >=40.00°]
3360.00s,   1687.76,   40.19°,   9.62,   20.93 dB,    1740.79,  [OK   >=40.00°]
3361.00s,   1693.41,   39.96°,   9.60,   20.88 dB,       0.00,  [DOWN <40.00°]
3361.00s,   1574.61,   45.24°,  10.04,   21.94 dB,    1824.74,  [OK   >=40.00°]
3362.00s,   1574.00,   45.27°,  10.04,   21.95 dB,    1825.21,  [OK   >=40.00°]
3363.00s,   1573.43,   45.30°,  10.04,   21.96 dB,    1825.64,  [OK   >=40.00°]
3364.00s,   1572.90,   45.32°,  10.04,   21.96 dB,    1826.05,  [OK   >=40.00°]
3365.00s,   1572.41,   45.35°,  10.04,   21.96 dB,    1826.42,  [OK   >=40.00°]
3366.00s,   1571.97,   45.37°,  10.05,   21.97 dB,    1826.75,  [OK   >=40.00°]
3367.00s,   1571.57,   45.39°,  10.05,   21.97 dB,    1827.06,  [OK   >=40.00°]
3368.00s,   1571.21,   45.41°,  10.05,   21.98 dB,    1827.33,  [OK   >=40.00°]
3369.00s,   1570.90,   45.42°,  10.05,   21.98 dB,    1827.57,  [OK   >=40.00°]
3370.00s,   1570.63,   45.44°,  10.05,   21.98 dB,    1827.78,  [OK   >=40.00°]
3371.00s,   1570.40,   45.45°,  10.05,   21.98 dB,    1827.95,  [OK   >=40.00°]
3372.00s,   1570.21,   45.46°,  10.05,   21.99 dB,    1828.10,  [OK   >=40.00°]
3373.00s,   1570.07,   45.47°,  10.05,   21.99 dB,    1828.20,  [OK   >=40.00°]
3374.00s,   1569.97,   45.47°,  10.05,   21.99 dB,    1828.28,  [OK   >=40.00°]
3375.00s,   1569.91,   45.47°,  10.05,   21.99 dB,    1828.32,  [OK   >=40.00°]
3376.00s,   1569.90,   45.47°,  10.05,   21.99 dB,    1828.33,  [OK   >=40.00°]
3377.00s,   1569.93,   45.47°,  10.05,   21.99 dB,    1828.31,  [OK   >=40.00°]
3378.00s,   1570.00,   45.47°,  10.05,   21.99 dB,    1828.26,  [OK   >=40.00°]
3379.00s,   1570.12,   45.46°,  10.05,   21.99 dB,    1828.17,  [OK   >=40.00°]
3380.00s,   1570.27,   45.46°,  10.05,   21.98 dB,    1828.05,  [OK   >=40.00°]
3381.00s,   1570.47,   45.45°,  10.05,   21.98 dB,    1827.90,  [OK   >=40.00°]
3382.00s,   1570.72,   45.43°,  10.05,   21.98 dB,    1827.71,  [OK   >=40.00°]
3383.00s,   1571.01,   45.42°,  10.05,   21.98 dB,    1827.49,  [OK   >=40.00°]
3384.00s,   1571.33,   45.40°,  10.05,   21.97 dB,    1827.24,  [OK   >=40.00°]
3385.00s,   1571.71,   45.38°,  10.05,   21.97 dB,    1826.95,  [OK   >=40.00°]
3386.00s,   1572.12,   45.36°,  10.05,   21.97 dB,    1826.64,  [OK   >=40.00°]
3387.00s,   1572.58,   45.34°,  10.04,   21.96 dB,    1826.29,  [OK   >=40.00°]
3388.00s,   1573.08,   45.32°,  10.04,   21.96 dB,    1825.91,  [OK   >=40.00°]
3389.00s,   1573.63,   45.29°,  10.04,   21.95 dB,    1825.49,  [OK   >=40.00°]
3390.00s,   1574.21,   45.26°,  10.04,   21.95 dB,    1825.04,  [OK   >=40.00°]
3391.00s,   1574.84,   45.23°,  10.04,   21.94 dB,    1824.57,  [OK   >=40.00°]
3392.00s,   1575.51,   45.20°,  10.03,   21.94 dB,    1824.05,  [OK   >=40.00°]
3393.00s,   1576.23,   45.16°,  10.03,   21.93 dB,    1823.51,  [OK   >=40.00°]
3394.00s,   1576.98,   45.12°,  10.03,   21.92 dB,    1822.93,  [OK   >=40.00°]
3395.00s,   1577.78,   45.08°,  10.02,   21.92 dB,    1822.33,  [OK   >=40.00°]
3396.00s,   1578.62,   45.04°,  10.02,   21.91 dB,    1821.69,  [OK   >=40.00°]
3397.00s,   1579.51,   45.00°,  10.02,   21.90 dB,    1821.01,  [OK   >=40.00°]
3398.00s,   1580.43,   44.95°,  10.01,   21.89 dB,    1820.31,  [OK   >=40.00°]
3399.00s,   1581.40,   44.91°,  10.01,   21.88 dB,    1819.58,  [OK   >=40.00°]
3400.00s,   1582.41,   44.86°,  10.01,   21.87 dB,    1818.81,  [OK   >=40.00°]
3401.00s,   1583.46,   44.81°,  10.00,   21.86 dB,    1818.01,  [OK   >=40.00°]
3402.00s,   1584.55,   44.75°,  10.00,   21.85 dB,    1817.18,  [OK   >=40.00°]
3403.00s,   1585.69,   44.70°,   9.99,   21.84 dB,    1816.32,  [OK   >=40.00°]
3404.00s,   1586.87,   44.64°,   9.99,   21.83 dB,    1815.43,  [OK   >=40.00°]
3405.00s,   1588.08,   44.58°,   9.99,   21.82 dB,    1814.51,  [OK   >=40.00°]
3406.00s,   1589.34,   44.52°,   9.98,   21.81 dB,    1813.55,  [OK   >=40.00°]
3407.00s,   1590.65,   44.46°,   9.98,   21.80 dB,    1812.57,  [OK   >=40.00°]
3408.00s,   1591.99,   44.39°,   9.97,   21.78 dB,    1811.55,  [OK   >=40.00°]
3409.00s,   1593.37,   44.33°,   9.97,   21.77 dB,    1810.51,  [OK   >=40.00°]
3410.00s,   1594.80,   44.26°,   9.96,   21.76 dB,    1809.43,  [OK   >=40.00°]
3411.00s,   1596.26,   44.19°,   9.96,   21.75 dB,    1808.33,  [OK   >=40.00°]
3412.00s,   1597.77,   44.12°,   9.95,   21.73 dB,    1807.19,  [OK   >=40.00°]
3413.00s,   1599.32,   44.05°,   9.94,   21.72 dB,    1806.03,  [OK   >=40.00°]
3414.00s,   1600.91,   43.97°,   9.94,   21.70 dB,    1804.83,  [OK   >=40.00°]
3415.00s,   1602.53,   43.90°,   9.93,   21.69 dB,    1803.61,  [OK   >=40.00°]
3416.00s,   1604.20,   43.82°,   9.93,   21.67 dB,    1802.35,  [OK   >=40.00°]
3417.00s,   1605.91,   43.74°,   9.92,   21.66 dB,    1801.07,  [OK   >=40.00°]
3418.00s,   1607.66,   43.66°,   9.91,   21.64 dB,    1799.76,  [OK   >=40.00°]
3419.00s,   1609.45,   43.57°,   9.91,   21.63 dB,    1798.41,  [OK   >=40.00°]
3420.00s,   1611.28,   43.49°,   9.90,   21.61 dB,    1797.04,  [OK   >=40.00°]
3421.00s,   1613.15,   43.40°,   9.89,   21.59 dB,    1795.65,  [OK   >=40.00°]
3422.00s,   1615.06,   43.32°,   9.89,   21.57 dB,    1794.22,  [OK   >=40.00°]
3423.00s,   1617.01,   43.23°,   9.88,   21.56 dB,    1792.76,  [OK   >=40.00°]
3424.00s,   1618.99,   43.14°,   9.87,   21.54 dB,    1791.28,  [OK   >=40.00°]
3425.00s,   1621.02,   43.04°,   9.86,   21.52 dB,    1789.77,  [OK   >=40.00°]
3426.00s,   1623.08,   42.95°,   9.86,   21.50 dB,    1788.23,  [OK   >=40.00°]
3427.00s,   1625.19,   42.86°,   9.85,   21.48 dB,    1786.67,  [OK   >=40.00°]
3428.00s,   1627.33,   42.76°,   9.84,   21.46 dB,    1785.07,  [OK   >=40.00°]
3429.00s,   1629.51,   42.66°,   9.83,   21.44 dB,    1783.45,  [OK   >=40.00°]
3430.00s,   1631.73,   42.56°,   9.82,   21.42 dB,    1781.81,  [OK   >=40.00°]
3431.00s,   1633.99,   42.46°,   9.82,   21.40 dB,    1780.14,  [OK   >=40.00°]
3432.00s,   1636.29,   42.36°,   9.81,   21.38 dB,    1778.44,  [OK   >=40.00°]
3433.00s,   1638.62,   42.26°,   9.80,   21.36 dB,    1776.71,  [OK   >=40.00°]
3434.00s,   1640.99,   42.15°,   9.79,   21.34 dB,    1774.96,  [OK   >=40.00°]
3435.00s,   1643.40,   42.05°,   9.78,   21.32 dB,    1773.18,  [OK   >=40.00°]
3436.00s,   1645.85,   41.94°,   9.77,   21.30 dB,    1771.38,  [OK   >=40.00°]
3437.00s,   1648.33,   41.84°,   9.76,   21.28 dB,    1769.55,  [OK   >=40.00°]
3438.00s,   1650.85,   41.73°,   9.75,   21.25 dB,    1767.70,  [OK   >=40.00°]
3439.00s,   1653.41,   41.62°,   9.75,   21.23 dB,    1765.82,  [OK   >=40.00°]
3440.00s,   1656.00,   41.51°,   9.74,   21.21 dB,    1763.91,  [OK   >=40.00°]
3441.00s,   1658.63,   41.39°,   9.73,   21.18 dB,    1761.99,  [OK   >=40.00°]
3442.00s,   1661.30,   41.28°,   9.72,   21.16 dB,    1760.03,  [OK   >=40.00°]
3443.00s,   1664.00,   41.17°,   9.71,   21.14 dB,    1758.06,  [OK   >=40.00°]
3444.00s,   1666.74,   41.05°,   9.70,   21.11 dB,    1756.06,  [OK   >=40.00°]
3445.00s,   1669.52,   40.94°,   9.69,   21.09 dB,    1754.03,  [OK   >=40.00°]
3446.00s,   1672.33,   40.82°,   9.68,   21.06 dB,    1751.99,  [OK   >=40.00°]
3447.00s,   1675.17,   40.70°,   9.67,   21.04 dB,    1749.92,  [OK   >=40.00°]
3448.00s,   1678.05,   40.58°,   9.66,   21.01 dB,    1747.82,  [OK   >=40.00°]
3449.00s,   1680.97,   40.46°,   9.65,   20.99 dB,    1745.71,  [OK   >=40.00°]
3450.00s,   1683.92,   40.34°,   9.63,   20.96 dB,    1743.57,  [OK   >=40.00°]
3451.00s,   1686.91,   40.22°,   9.62,   20.93 dB,    1741.41,  [OK   >=40.00°]
3452.00s,   1689.93,   40.10°,   9.61,   20.91 dB,    1739.22,  [OK   >=40.00°]
3453.00s,   1692.98,   39.98°,   9.60,   20.88 dB,       0.00,  [DOWN <40.00°]
3453.00s,   1663.80,   41.18°,   9.71,   21.14 dB,    1758.21,  [OK   >=40.00°]
3454.00s,   1660.81,   41.30°,   9.72,   21.16 dB,    1760.39,  [OK   >=40.00°]
3455.00s,   1657.85,   41.43°,   9.73,   21.19 dB,    1762.56,  [OK   >=40.00°]
3456.00s,   1654.93,   41.55°,   9.74,   21.22 dB,    1764.70,  [OK   >=40.00°]
3457.00s,   1652.05,   41.68°,   9.75,   21.24 dB,    1766.81,  [OK   >=40.00°]
3458.00s,   1649.20,   41.80°,   9.76,   21.27 dB,    1768.91,  [OK   >=40.00°]
3459.00s,   1646.39,   41.92°,   9.77,   21.29 dB,    1770.97,  [OK   >=40.00°]
3460.00s,   1643.62,   42.04°,   9.78,   21.32 dB,    1773.02,  [OK   >=40.00°]
3461.00s,   1640.88,   42.16°,   9.79,   21.34 dB,    1775.04,  [OK   >=40.00°]
3462.00s,   1638.18,   42.28°,   9.80,   21.37 dB,    1777.04,  [OK   >=40.00°]
3463.00s,   1635.51,   42.40°,   9.81,   21.39 dB,    1779.01,  [OK   >=40.00°]
3464.00s,   1632.88,   42.51°,   9.82,   21.41 dB,    1780.96,  [OK   >=40.00°]
3465.00s,   1630.29,   42.63°,   9.83,   21.44 dB,    1782.88,  [OK   >=40.00°]
3466.00s,   1627.74,   42.74°,   9.84,   21.46 dB,    1784.77,  [OK   >=40.00°]
3467.00s,   1625.22,   42.85°,   9.85,   21.48 dB,    1786.65,  [OK   >=40.00°]
3468.00s,   1622.74,   42.97°,   9.86,   21.50 dB,    1788.49,  [OK   >=40.00°]
3469.00s,   1620.30,   43.08°,   9.87,   21.53 dB,    1790.31,  [OK   >=40.00°]
3470.00s,   1617.89,   43.19°,   9.88,   21.55 dB,    1792.10,  [OK   >=40.00°]
3471.00s,   1615.53,   43.29°,   9.88,   21.57 dB,    1793.87,  [OK   >=40.00°]
3472.00s,   1613.20,   43.40°,   9.89,   21.59 dB,    1795.61,  [OK   >=40.00°]
3473.00s,   1610.91,   43.51°,   9.90,   21.61 dB,    1797.32,  [OK   >=40.00°]
3474.00s,   1608.66,   43.61°,   9.91,   21.63 dB,    1799.01,  [OK   >=40.00°]
3475.00s,   1606.45,   43.71°,   9.92,   21.65 dB,    1800.67,  [OK   >=40.00°]
3476.00s,   1604.28,   43.81°,   9.93,   21.67 dB,    1802.30,  [OK   >=40.00°]
